feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bin207	AvgSampTemp	AvgSampTemp	0.554170447648882	0.13092947052963	31	24	2.31017930971757e-05	0.00239103558555768
Bin349	CoralCover	CoralCover	4.2441116969665	1.00713317387814	31	28	2.50829351326421e-05	0.00253276466949118
Bin302	CoralCover	CoralCover	-5.06208997996699	1.20665565959465	31	28	2.72702541818876e-05	0.00268806791221464
Bin302	AvgSiteTemp	AvgSiteTemp	-3.81889276327797	0.916519649554875	31	28	3.08995911695593e-05	0.00297498389399943
Bin302	Silicate	Silicate	-8.44594822160622	2.03582432428543	31	28	3.34423282428159e-05	0.00311930766736308
Bin349	AvgSiteTemp	AvgSiteTemp	2.90587801416886	0.701276365889469	31	28	3.41748589332995e-05	0.00311930766736308
Bin349	CoralSimp	CoralSimp	-5.89353977730335	1.42339755675814	31	28	3.46589740818119e-05	0.00311930766736308
Bin327	Ammonium	Ammonium	-3.60169388805994	0.873221393338499	31	28	3.71370504870199e-05	0.00320118508556974
Bin266	CoralSimp	CoralSimp	-5.82428818292735	1.41323127467645	31	31	3.76812060445948e-05	0.00320118508556974
Bin235	NitrateNitrite	NitrateNitrite	-1.80095092251709	0.437720052117184	31	31	3.88204940668834e-05	0.00320118508556974
Bin349	Salinity	Salinity	-3.73539132058614	0.908685005355937	31	28	3.94348887352793e-05	0.00320118508556974
Bin349	MacroCover	MacroCover	3.95669898981669	0.961785820930175	31	28	3.89015463036266e-05	0.00320118508556974
Bin168	Ammonium	Ammonium	3.72722557108495	0.920814565481653	31	23	5.17127168053953e-05	0.00411712783796801
Bin266	Silicate	Silicate	6.23025817381127	1.54892443340263	31	31	5.76295166854169e-05	0.00426046784067189
Bin235	AvgSiteTemp	AvgSiteTemp	1.13022174940938	0.280841436687797	31	31	5.71177591048348e-05	0.00426046784067189
Bin235	Silicate	Silicate	2.39056404586973	0.593582561419124	31	31	5.64093075300854e-05	0.00426046784067189
Bin349	Ammonium	Ammonium	2.15565909576004	0.535500036818963	31	28	5.68527120858234e-05	0.00426046784067189
Bin235	CoralSimp	CoralSimp	-2.18371593477265	0.543591311941062	31	31	5.88933173242999e-05	0.0042775146267123
Bin168	MacroCover	MacroCover	7.04394938338723	1.75621787682666	31	23	6.04971969854316e-05	0.00431824819861529
Bin302	CoralSimp	CoralSimp	7.43884522247484	1.872953637	31	28	7.13559119007474e-05	0.00492355792115157
Bin349	Silicate	Silicate	5.9214391963705	1.4903986565526	31	28	7.09559844491038e-05	0.00492355792115157
Bin349	pH	pH	-4.82009769164996	1.21604070494756	31	28	7.37773627365481e-05	0.00500718494638212
Bin235	Salinity	Salinity	-1.42494807022777	0.361787454661284	31	31	8.19471059564007e-05	0.00547195191386288
Bin266	pH	pH	-4.69443898141581	1.2138434324328	31	31	0.000109994152931898	0.00722818719266755
Bin266	CoralCover	CoralCover	3.86463220753477	1.0018244379738	31	31	0.00011450852234345	0.00729331203849049
Bin141	AvgSampTemp	AvgSampTemp	7.04777210814995	1.82665957134953	31	5	0.000114185737489696	0.00729331203849049
Bin154	MacroShan	MacroShan	-2.5006754855189	0.652310696694698	31	29	0.000126299384079709	0.00792241591045448
Bin234	MacroCover	MacroCover	4.84046660069513	1.26416120767137	31	31	0.000128667762410247	0.00795051546833467
Bin302	pH	pH	6.28809180272162	1.64474163032873	31	28	0.000131758272057406	0.00802175362231853
Bin168	CoralCover	CoralCover	6.44516602315546	1.69169918113838	31	23	0.00013903587172822	0.00834215230369318
Bin349	NitrateNitrite	NitrateNitrite	-4.39181363974019	1.16213974471734	31	28	0.000157411802724472	0.00930978376113307
Bin96	MacroCover	MacroCover	-5.17322876945186	1.3811332809218	31	29	0.000179934100589424	0.0104919320625383
Bin266	AvgSiteTemp	AvgSiteTemp	2.75800685094084	0.738604415597068	31	31	0.000188403746198085	0.0106848151953435
Bin113	Depth	Depth	-0.805443515865642	0.215577312226581	31	18	0.000186809827782679	0.0106848151953435
Bin277	Depth	Depth	2.90438771795218	0.785027202827119	31	8	0.000215830019296341	0.0120748145930656
Bin27	AvgSiteTemp	AvgSiteTemp	1.62729124582327	0.440379400402976	31	31	0.000219711244445413	0.0121280606933868
Bin29	AvgSampTemp	AvgSampTemp	0.431667438582547	0.1169793135341	31	29	0.000224150293429332	0.0122102922999663
Bin302	Salinity	Salinity	4.65390960350271	1.26608186066328	31	28	0.000237071554270241	0.0127464446062181
Bin168	NitrateNitrite	NitrateNitrite	-7.12387453209232	1.9457195152941	31	23	0.000250932836836646	0.0131501511962495
Bin235	pH	pH	-1.72317925220736	0.470487879919504	31	31	0.00024972970157648	0.0131501511962495
Bin87	MacroCover	MacroCover	-3.80595648711162	1.04183847478979	31	30	0.000259077423224956	0.0134072566518915
Bin168	CoralSimp	CoralSimp	-8.66656741860316	2.38830879199729	31	23	0.000284800616126897	0.0144350672332524
Bin206	Ammonium	Ammonium	-3.30778300961279	0.911802439870444	31	26	0.000285911959692439	0.0144350672332524
Bin266	Salinity	Salinity	-3.39393131802195	0.946866755131035	31	31	0.000337878416738269	0.0168532125939329
Bin234	NitrateNitrite	NitrateNitrite	-5.09918257564973	1.42393434571173	31	31	0.000342213861968271	0.0168662546255791
Bin206	MacroCover	MacroCover	-7.28754073390028	2.03997719847111	31	26	0.00035377346173344	0.0172308486067816
Bin168	Silicate	Silicate	9.25406623323158	2.59571199774032	31	23	0.000363667592634171	0.0173055613046606
Bin206	AvgSampTemp	AvgSampTemp	0.78098867255302	0.218881635702723	31	26	0.000359597403754681	0.0173055613046606
Bin198	AvgSampTemp	AvgSampTemp	0.56373300039275	0.159084475491467	31	29	0.000394691801065885	0.0185684551865087
Bin198	Salinity	Salinity	5.03587331982654	1.4232828342512	31	29	0.000402849781907824	0.0187393044617797
Bin206	AvgSiteTemp	AvgSiteTemp	-5.23475768485225	1.50182297226372	31	26	0.000491030334274931	0.0225873953766468
Bin234	CoralCover	CoralCover	4.33146243241848	1.24487851030092	31	31	0.000502489458761551	0.0228605094425585
Bin252	Depth	Depth	-2.08544018293627	0.604374668568937	31	12	0.000559393504782848	0.0251727077152282
Bin330	Salinity	Salinity	-4.2137643060827	1.22753686698067	31	29	0.000597605629474613	0.0266030893120957
Bin327	MacroCover	MacroCover	-5.8931536088805	1.72350300685709	31	28	0.000627851739271763	0.0270971974457659
Bin168	Salinity	Salinity	-5.5223523271181	1.6151590891449	31	23	0.000628340810336601	0.0270971974457659
Bin168	pH	pH	-7.01102371205146	2.04776814611326	31	23	0.000617659067412156	0.0270971974457659
Bin107	Ammonium	Ammonium	2.00588335911028	0.591596430562706	31	29	0.000697327098377291	0.0297622081163091
Bin27	CoralCover	CoralCover	2.02190277255769	0.597568540839677	31	31	0.000715552921875261	0.0302284601690161
Bin30	AvgSampTemp	AvgSampTemp	0.588437234335213	0.174102751691296	31	24	0.000725313878854858	0.0303313076612031
Bin101	Ammonium	Ammonium	-1.74673719270959	0.518242303797324	31	29	0.000750311137146506	0.0310628810778653
Bin107	MacroCover	MacroCover	3.92062984451429	1.16725012487717	31	29	0.000782646846568319	0.0314578441242023
Bin87	AvgSiteTemp	AvgSiteTemp	-2.56869877224539	0.76423640106509	31	30	0.000776239581953025	0.0314578441242023
Bin96	Salinity	Salinity	4.3258963930419	1.28695650805255	31	29	0.000775657165262695	0.0314578441242023
Bin27	MacroCover	MacroCover	2.00801665167216	0.600115582784381	31	31	0.000819716593303833	0.0326310259257487
Bin289	AvgSampTemp	AvgSampTemp	5.05247342270591	1.51246291363546	31	3	0.000836095504193858	0.032966051308215
Bin198	MacroShan	MacroShan	-2.94263666130412	0.883360392990384	31	29	0.00086477191073522	0.0337750538721114
Bin206	Salinity	Salinity	6.07690197168712	1.83203206144169	31	26	0.00090980440005035	0.0352017777215743
Bin87	CoralCover	CoralCover	-3.43393275068492	1.03895794086323	31	30	0.000949187645222271	0.036051714231378
Bin234	AvgSiteTemp	AvgSiteTemp	3.0257002184463	0.915245956323624	31	31	0.000946760728177322	0.036051714231378
Bin264	Ammonium	Ammonium	1.43791605432364	0.438773225821616	31	29	0.00104868791209009	0.0391132248293062
Bin154	Salinity	Salinity	4.14381057663073	1.26402841947676	31	29	0.00104450086998586	0.0391132248293062
Bin206	Silicate	Silicate	-10.1457846030548	3.11687472480823	31	26	0.00113346595742072	0.0418977594975159
Bin299	MacroShan	MacroShan	1.55197797308932	0.47804427573483	31	30	0.00116827238876424	0.0420594634211325
Bin130	AvgSampTemp	AvgSampTemp	2.83497157625798	0.872473648988482	31	8	0.00115669378179402	0.0420594634211325
Bin87	Salinity	Salinity	3.19044369090196	0.983478952419432	31	30	0.00117847771904623	0.0420594634211325
Bin179	AvgSiteTemp	AvgSiteTemp	-1.11522952069641	0.343739975782483	31	31	0.00117698885452088	0.0420594634211325
Bin87	Silicate	Silicate	-5.22223549030518	1.61475930723412	31	30	0.00122041959332636	0.043184077917702
Bin107	CoralCover	CoralCover	3.69676179533506	1.14905193308516	31	29	0.00129435794030684	0.0454122192616128
Bin124	Depth	Depth	4.16247156909269	1.29719195710312	31	8	0.00133275159995691	0.0455999307753851
Bin54	Ammonium	Ammonium	1.58904441001014	0.494961580734128	31	30	0.00132531977436059	0.0455999307753851
Bin101	AvgSampTemp	AvgSampTemp	0.392174487302737	0.122075133873663	31	29	0.00131554682539164	0.0455999307753851
Bin99	AvgSampTemp	AvgSampTemp	9.58005199242503	2.99770428924956	31	14	0.0013944556773973	0.0473200533149575
Bin198	AvgSiteTemp	AvgSiteTemp	-3.24175854005072	1.01679034620323	31	29	0.00143148059433366	0.047582852584983
Bin198	Silicate	Silicate	-7.31784920879022	2.29351247776611	31	29	0.00141941646110952	0.047582852584983
Bin371	Ammonium	Ammonium	1.30487056202518	0.409412438986116	31	31	0.00143668033167219	0.047582852584983
Bin374	Ammonium	Ammonium	1.56598456295505	0.492976338168521	31	31	0.00149016650772332	0.0489626138251949
Bin234	CoralSimp	CoralSimp	-5.5837778572301	1.76096910941056	31	31	0.00151990945334271	0.0495466546207782
Bin101	AvgSiteTemp	AvgSiteTemp	-2.39070785306679	0.754564989211005	31	29	0.00153319508737669	0.0495892786073398
